-32643.98,0.00
-7241.82,48112.62
3068.98,-71316.50
-8293.42,-70656.56
86075.11,51858.82
23616.25,-26740.88
44673.37,5822.75
-5365.56,-57788.04
-864.40,-14068.03
-9494.30,-66369.46
-30496.61,-35855.41
7599.81,20087.37
-71.15,-23955.04
20195.59,-24949.31
6441.83,3934.70
-1724.11,-15455.73
-1151.77,-17965.92
1024.86,-27821.15
-9008.60,-14809.23
-10738.71,-5502.11
-210.99,-10548.87
-6759.20,-8454.99
-3136.57,6958.02
4555.11,-10827.78
-1537.96,-1825.17
-4251.94,582.89
-4765.25,785.55
5953.88,-3815.13
4729.87,-9706.90
809.77,-10080.43
-3637.00,-1844.74
1298.79,-6511.34
-6020.09,-11025.63
3690.42,-5167.58
1077.11,156.60
4195.25,-6190.11
-6593.83,-3472.86
649.74,-8131.12
-629.91,-2146.11
2767.77,-6053.20
3110.21,-5102.92
4498.25,-2386.79
626.63,-6225.88
731.33,1239.15
-3601.63,-8435.12
4234.72,-670.43
-794.30,-4982.20
-4425.87,-4756.31
-2847.39,-1023.81
-6199.36,-2336.02
-1892.25,-2110.39
-5136.72,-1440.45
-3459.77,1150.84
956.16,204.14
236.46,-1162.86
136.42,-4983.59
2062.58,-4814.13
1699.10,-5043.52
770.61,-2145.08
-206.78,-3491.33
721.31,-6867.60
3120.55,-6387.03
-3085.86,-2178.67
1786.00,-1880.80
-2434.83,-153.14
3744.15,196.71
-5603.37,2136.19
-895.14,-541.78
1531.77,-4207.39
-1726.11,2969.39
-2100.11,-631.72
-2852.59,-1000.53
1883.42,-6473.15
490.60,-4528.98
-1474.62,-2209.01
-1591.33,1655.29
-24.11,-4319.94
-1464.54,-1094.94
729.22,-2344.50
-980.46,-544.18
1804.25,-1649.61
-2861.89,-4230.60
3770.88,-1712.29
-2305.44,-1781.07
3251.87,-275.12
836.54,-3931.64
854.56,2160.36
2849.13,-4442.71
765.39,-3616.53
562.39,-2645.82
868.81,905.31
-1139.74,-1588.45
-332.47,-1299.40
5093.16,-2361.06
-2205.92,-4561.82
148.46,-3498.84
3823.53,1805.23
1272.41,-1164.53
-90.22,-1621.73
2954.54,-1965.32
-390.66,-3420.94
4645.77,-1043.94
1616.38,-2040.67
-850.37,-2128.60
-569.42,-1418.94
-536.61,-452.35
-2541.24,-2182.86
